order_delivery_time,time_to_purchase,purchase_ppu,item_quantity,item_subtotal,item_shipping_&_handling,item_promotion,item_tax,item_net_total,payment_amount,order_day_Friday,order_day_Monday,order_day_Saturday,order_day_Sunday,order_day_Thursday,order_day_Tuesday,order_day_Wednesday,product_category_0,product_category_1,product_category_2,product_category_3,product_category_4,product_category_5,brand_0,brand_1,brand_2,brand_3,brand_4,brand_5,brand_6,brand_7,brand_8,brand_9,brand_10,brand_11,brand_12,manufacturer_0,manufacturer_1,manufacturer_2,manufacturer_3,manufacturer_4,manufacturer_5,manufacturer_6,manufacturer_7,manufacturer_8,manufacturer_9,manufacturer_10,manufacturer_11,manufacturer_12,seller_name_0,seller_name_1,seller_name_2,seller_name_3,seller_name_4,seller_name_5,seller_name_6,seller_name_7,seller_name_8,seller_name_9,seller_name_10,seller_name_11,seller_name_12
0.5891843541709799,0.18754693728069172,0.9360287605371178,-0.6034868026980879,0.09722609262649676,0.0,0.0,0.19714575336292392,0.09431928841910989,0.5799120333600514,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5891843541709799,0.18754693728069172,1.6185548468787168,-0.6034868026980879,0.47405741301475146,0.0,0.0,0.7321315623098567,0.4944879994478787,-0.6204924224454296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.5342376638635788,-0.717930817748767,-0.7499604433411898,-0.6034868026980879,-0.8336299589908851,0.0,0.0,-0.6808349895459533,-0.7477999252489924,-0.8814811681871073,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2.2743173812228177,2.4512413248543385,-0.3783866805575189,1.6674768388760743,0.31615839579877436,0.0,0.0,0.5034682730018933,0.33096271159273827,-0.2593154774106289,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.5342376638635788,-0.717930817748767,0.13903513306926296,-0.6034868026980879,-0.3428042109616692,0.0,0.0,-1.0626595386734012,-0.4025598626737674,-0.8089506628831357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.027473345153700514,1.0930246923101505,-1.1094099182797121,2.235217749269615,-0.6885282436689708,0.0,0.0,-0.6614201819632017,-0.6853073317625014,1.6297315068442977,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.5342376638635788,-0.717930817748767,-0.6993237117526281,-0.6034868026980879,-0.8056727763915474,0.0,0.0,-0.7282934080815684,-0.7980461315392834,0.5247101516498299,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0.027473345153700514,-0.26519194023403764,-0.7389059456000249,0.5319950180889933,-0.55425501456511,0.0,0.0,-0.510416122986245,-0.5498766968868786,-0.4040359692143281,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5891843541709799,1.0930246923101505,-0.5941276848608978,2.235217749269615,1.3716404797075696,0.0,0.0,1.3987066226509943,1.37118524755231,-0.3579524243733071,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.5342376638635788,-0.717930817748767,-0.16157588615015608,-0.6034868026980879,-0.5087753724492862,0.0,0.0,-0.555717340679332,-0.5120569717221434,-0.8319545998809525,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
