seller_profit
339.49
0.0
0.0
104.54
0.0
658.61875
374.45
115.20000000000002
20.70999999999998
0.0
297.58000000000004
252.42000000000002
150.0
54.18000000000001
345.06
416.61
195.47
0.0
29.08
0.0
39.120000000000005
0.0
168.03
0.0
0.0
0.0
0.0
6.220000000000001
170.71
51.910000000000004
308.99
278.26000000000005
0.0
38.150000000000006
658.61875
20.82
66.84
99.31
658.61875
0.0
15.080000000000002
0.0
114.21000000000001
0.0
10.860000000000003
446.87
605.64
23.439999999999998
570.2900000000001
15.13
658.61875
80.64000000000001
658.61875
18.549999999999997
131.32000000000002
658.61875
0.0
658.61875
332.4
91.55000000000001
169.76999999999998
199.76
0.0
0.0
0.0
108.7
14.899999999999999
88.69
20.290000000000003
0.0
658.61875
466.61
658.61875
224.32999999999998
658.61875
132.59
31.47
0.0
325.78999999999996
0.0
0.0
621.5600000000001
0.0
398.49
531.5400000000001
0.0
658.61875
351.0
414.39
52.9
565.29
433.78
81.42
658.61875
0.0
0.0
233.23999999999998
658.61875
428.17999999999995
8.700000000000003
0.0
125.44999999999999
114.26
0.0
28.30000000000001
129.20000000000002
0.0
26.960000000000008
69.65
0.0
134.01999999999998
528.98
279.27
92.59
341.4
0.0
658.61875
57.89999999999999
0.0
423.84
77.60000000000001
36.27
0.0
305.8
658.61875
600.8199999999999
69.53
500.0
0.0
0.0
658.61875
0.0
0.0
0.0
154.44
10.959999999999994
54.550000000000004
322.37
0.0
0.0
155.95000000000005
306.75
352.7
658.61875
581.75
658.61875
21.940000000000005
0.0
103.94000000000001
65.78
0.0
0.0
377.57
18.280000000000005
0.0
0.0
658.61875
21.450000000000003
146.29
0.0
0.0
0.0
0.0
609.73
287.1
0.0
18.480000000000004
0.0
286.85
13.5
164.1
0.0
530.01
405.27
315.01
6.809999999999999
0.0
0.0
0.0
18.34
142.9
104.1
15.21
0.0
323.7
46.629999999999995
268.94
24.83
105.77
163.01999999999998
0.0
161.68
61.349999999999994
0.0
50.620000000000005
658.61875
658.61875
232.24999999999997
0.0
30.709999999999997
658.61875
0.0
0.0
208.84
621.87
658.61875
658.61875
658.61875
0.0
0.0
107.3
55.17
0.0
211.86999999999998
279.20000000000005
658.61875
0.0
118.07000000000002
69.25
0.0
87.0
47.74000000000001
0.0
135.48000000000002
0.0
28.660000000000004
2.1700000000000017
38.52000000000001
23.680000000000007
92.67
658.61875
658.61875
0.0
0.0
260.96000000000004
57.580000000000005
0.0
0.0
70.17999999999999
0.0
28.64
658.61875
0.0
0.0
0.0
0.0
53.849999999999994
196.95999999999998
615.88
0.0
0.0
331.53999999999996
33.660000000000004
349.85
0.0
432.09999999999997
444.75
0.0
531.9
0.0
230.51999999999998
0.0
0.0
85.22
108.07000000000001
31.9
0.0
658.61875
0.0
0.0
0.0
64.91000000000003
73.09
202.32999999999998
107.37
658.61875
137.09
349.71000000000004
0.0
658.61875
0.0
48.3
658.61875
0.0
658.61875
8.499999999999998
145.67
213.67
331.78
0.0
658.61875
26.08
433.95000000000005
658.61875
0.0
658.61875
510.28
0.0
658.61875
0.0
147.32999999999998
564.0
438.31
0.0
329.17
564.33
0.0
84.32
53.970000000000006
0.0
24.00999999999999
93.07000000000001
441.58
25.199999999999996
0.0
414.02
385.33000000000004
240.22
0.0
73.24
77.28
0.0
420.11
0.0
0.0
0.0
658.61875
112.13
0.0
231.47
544.96
0.0
0.0
361.54
0.0
27.959999999999994
0.0
221.26999999999998
40.199999999999996
75.38
109.87999999999998
10.819999999999997
64.38
0.0
0.0
29.4
0.0
0.0
21.749999999999993
0.0
658.61875
0.0
153.98
658.61875
658.61875
65.91
268.45000000000005
396.51
79.14
658.61875
658.61875
186.4
38.279999999999994
38.330000000000005
202.26
90.32000000000001
0.0
338.97
0.0
148.42999999999998
356.69
28.159999999999997
291.31
345.3
0.0
658.61875
0.0
103.5
658.61875
0.0
0.0
311.14
658.61875
0.0
0.0
0.0
658.61875
33.03000000000001
0.0
0.0
108.39
0.0
658.61875
0.0
658.61875
0.0
0.0
658.61875
0.0
0.0
658.61875
0.0
17.009999999999998
0.0
27.14
0.0
163.86
0.0
100.6
131.82
0.0
55.16
490.85
44.03
0.0
502.66999999999996
113.76000000000002
0.0
0.0
0.0
658.61875
0.0
0.0
80.16000000000001
441.30000000000007
0.0
13.57
0.0
0.0
0.0
293.31
0.0
5.870000000000001
54.42
0.0
0.0
0.0
141.69
0.0
658.61875
658.61875
0.0
379.68
0.0
12.18
0.0
658.61875
81.97
0.0
137.14
658.61875
658.61875
0.0
0.0
0.0
26.339999999999996
658.61875
0.0
459.47
0.0
75.49000000000001
0.0
0.0
0.0
53.86999999999999
147.7
0.0
0.0
0.0
651.59
0.0
0.0
0.0
341.58000000000004
0.0
125.03
195.28
329.12
186.77
33.68
0.0
323.90999999999997
0.0
190.79
258.01
59.400000000000006
658.61875
0.0
6.580000000000005
0.0
617.1199999999999
0.0
658.61875
278.21000000000004
0.0
77.38
0.0
197.87
76.85000000000001
-386.82
0.0
17.14
10.049999999999997
521.71
31.539999999999992
0.0
35.75
25.14
0.0
117.09
0.0
501.97999999999996
20.700000000000003
0.0
202.82
154.46
0.0
645.76
0.0
0.0
179.48000000000002
69.7
282.82
0.0
0.0
658.61875
23.590000000000003
192.82999999999998
0.0
0.0
112.07999999999998
183.81
23.6
658.61875
144.58999999999997
587.8000000000001
28.439999999999998
156.39000000000001
116.87
658.61875
67.85000000000001
471.26
0.0
398.53999999999996
0.0
151.27
0.0
24.93
39.66
0.0
0.0
80.64
153.24
109.66
356.98
55.03999999999999
0.0
0.0
0.0
66.58999999999999
10.959999999999994
252.60999999999999
0.0
43.870000000000005
0.0
0.0
27.339999999999996
0.0
0.0
658.61875
0.0
148.34
0.0
14.11
0.0
293.76
54.49
106.46
658.61875
132.4
346.62
34.230000000000004
0.0
66.94
376.64
0.0
0.0
43.55
118.96000000000001
658.61875
41.18000000000001
83.2
0.0
87.14
85.45
658.61875
97.92
74.61
39.62
276.88
0.0
0.0
53.78999999999999
27.37
63.78999999999999
0.0
37.349999999999994
0.0
0.0
0.0
0.0
0.0
